,Date,Open,High,Low,Close,Adj Close,Volume,Daily Return,SMA_100,SMA_300,cumulative_return,cummax,drawdown
0,2018-06-19,49.70000076293945,50.060001373291016,49.58000183105469,49.959999084472656,47.86971664428711,16600,,,,,49.959999084472656,0.0
1,2018-06-20,50.45000076293945,50.888999938964844,50.45000076293945,50.58000183105469,48.46377944946289,190000,0.012409983145390546,,,0.012409983145390546,50.58000183105469,0.0
2,2018-06-21,50.77000045776367,50.849998474121094,50.20000076293945,50.27000045776367,48.1667594909668,428700,-0.006128931634412971,,,0.006204991572695162,50.58000183105469,0.6128931634412942
3,2018-06-22,50.59000015258789,50.61000061035156,50.189998626708984,50.4900016784668,48.3775520324707,181500,0.004376391857962458,,,0.010608538905255038,50.58000183105469,0.1779362382953357
4,2018-06-25,50.22999954223633,50.22999954223633,49.01499938964844,49.45000076293945,47.38106155395508,2509600,-0.02059815569328627,,,-0.010208133124079977,50.58000183105469,2.2340866492840767
5,2018-06-26,49.720001220703125,49.779998779296875,49.349998474121094,49.53200149536133,47.459632873535156,104000,0.0016582554328963273,,,-0.008566805383396381,50.58000183105469,2.0719657923181747
6,2018-06-27,49.81999969482422,50.0,49.099998474121094,49.099998474121094,47.04570007324219,144900,-0.008721695231328153,,,-0.017213783549064443,50.58000183105469,2.926064261280658
7,2018-06-28,49.099998474121094,49.790000915527344,48.970001220703125,49.59000015258789,47.515201568603516,336500,0.009979667896019562,,,-0.007405903496098487,50.58000183105469,1.9572986212486925
8,2018-06-29,49.79999923706055,49.84000015258789,49.41999816894531,49.529998779296875,47.45770263671875,152300,-0.0012099490442910588,,,-0.008606891774532333,50.58000183105469,2.0759252940816233
9,2018-07-02,49.11000061035156,49.84000015258789,48.939998626708984,49.84000015258789,47.7547492980957,321300,0.0062588609111897675,,,-0.0024019002018370594,50.58000183105469,1.463032130640329
10,2018-07-03,50.0,50.0,49.18899917602539,49.22999954223633,47.17026901245117,97500,-0.012239177537801238,,,-0.014611680456639964,50.58000183105469,2.6690435744300354
11,2018-07-05,49.59000015258789,50.0,49.33000183105469,49.97999954223633,47.88888931274414,324900,0.015234613182487422,,,0.00040032942614454115,50.58000183105469,1.1862441026049448
12,2018-07-06,50.13999938964844,50.816001892089844,49.93000030517578,50.77000045776367,48.64583206176758,199800,0.0158063409916549,,,0.016212998161218017,50.77000045776367,0.0
13,2018-07-09,51.20000076293945,51.20000076293945,50.650001525878906,51.060001373291016,48.923702239990234,118100,0.005712052647480315,,,0.02201766030776864,51.060001373291016,0.0
14,2018-07-10,51.209999084472656,51.209999084472656,50.869998931884766,51.03900146484375,48.903587341308594,1153200,-0.0004112790419597001,,,0.021597325863571326,51.060001373291016,0.04112790419596517
15,2018-07-11,50.70000076293945,51.22999954223633,50.650001525878906,50.970001220703125,48.837467193603516,227500,-0.0013519121095688647,,,0.02021621606763313,51.060001373291016,0.17626351384112734
16,2018-07-12,51.29999923706055,51.77000045776367,51.13999938964844,51.77000045776367,49.604000091552734,361400,0.015695491816774876,,,0.03622901133826373,51.77000045776367,0.0
17,2018-07-13,51.779998779296875,51.79999923706055,51.44900131225586,51.689998626708984,49.527339935302734,80100,-0.001545331859132526,,,0.03462769363368534,51.77000045776367,0.1545331859132523
18,2018-07-16,51.779998779296875,51.779998779296875,51.45000076293945,51.540000915527344,49.383609771728516,200700,-0.0029018710614577836,,,0.03162533747014695,51.77000045776367,0.44427185667879654
19,2018-07-17,50.810001373291016,51.68000030517578,50.720001220703125,51.54999923706055,49.39320373535156,172600,0.00019399148924326148,,,0.03182546400570385,51.77000045776367,0.4249588927135746
20,2018-07-18,51.59000015258789,51.599998474121094,51.22999954223633,51.400001525878906,49.24947738647461,147800,-0.002909751957354101,,,0.028823107842165463,51.77000045776367,0.7146975634791188
21,2018-07-19,51.43000030517578,51.470001220703125,51.00600051879883,51.040000915527344,48.904541015625,258400,-0.0070039027172073,,,0.021617330881624097,51.77000045776367,1.4100821629930158
22,2018-07-20,51.04999923706055,51.18600082397461,50.84000015258789,50.869998931884766,48.74164581298828,158400,-0.0033307598078600176,,,0.018214568936910425,51.77000045776367,1.7384614987847422
23,2018-07-23,50.93000030517578,51.099998474121094,50.650001525878906,51.08000183105469,48.9428596496582,94800,0.004128226923124423,,,0.0224179897339134,51.77000045776367,1.3328155700363897
24,2018-07-24,52.11000061035156,52.11000061035156,51.15999984741211,51.439998626708984,49.28779983520508,211200,0.007047705222192002,,,0.029623690339424247,51.77000045776367,0.6374383390703618
25,2018-07-25,51.529998779296875,51.875,51.380001068115234,51.810001373291016,49.6423225402832,604300,0.007192899620139581,,,0.037029670190553476,51.810001373291016,0.0
26,2018-07-26,49.75,50.02000045776367,49.56999969482422,49.85599899291992,47.770076751708984,833400,-0.03771477183126304,,,-0.002081667202933235,51.810001373291016,3.771477183126301
27,2018-07-27,49.77000045776367,49.83000183105469,48.63800048828125,48.90999984741211,46.86366271972656,1111200,-0.018974630227390543,,,-0.02101679856489158,51.810001373291016,5.597377820904496
28,2018-07-30,49.02000045776367,49.02000045776367,47.86899948120117,48.13999938964844,46.12586975097656,251300,-0.015743211207644547,,,-0.036429137873820516,51.810001373291016,7.083578240425467
29,2018-07-31,48.369998931884766,48.77000045776367,48.13999938964844,48.459999084472656,46.43248748779297,1211400,0.006647272515192926,,,-0.030024019765568455,51.810001373291016,6.465937463852965
30,2018-08-01,48.560001373291016,48.77899932861328,48.11899948120117,48.2599983215332,46.240848541259766,1250400,-0.00412713096817896,,,-0.03402723767198368,51.810001373291016,6.851964789925488
31,2018-08-02,48.09000015258789,48.65999984741211,47.900001525878906,48.58000183105469,46.54745864868164,190700,0.006630823055348234,,,-0.027622043208700653,51.810001373291016,6.234316650494147
32,2018-08-03,48.09000015258789,48.93000030517578,48.09000015258789,48.90999984741211,46.86366271972656,117200,0.006792877808136977,,,-0.02101679856489147,51.810001373291016,5.597377820904496
33,2018-08-06,48.90999984741211,49.40999984741211,48.81999969482422,49.400001525878906,47.333152770996094,110200,0.010018435493671873,,,-0.011208918511925403,51.810001373291016,4.651611240169755
34,2018-08-07,49.68000030517578,49.79899978637695,49.41999816894531,49.459999084472656,47.390647888183594,128800,0.0012145254400917072,,,-0.0100080065885223,51.810001373291016,4.535808196349185
35,2018-08-08,49.54999923706055,49.599998474121094,49.358001708984375,49.41999816894531,47.3523063659668,114200,-0.0008087528562025215,,,-0.010808665440811493,51.810001373291016,4.613015134135458
36,2018-08-09,49.459999084472656,49.8849983215332,49.459999084472656,49.689998626708984,47.61101531982422,306400,0.005463384616904543,,,-0.005404332720405525,51.810001373291016,4.091879348366377
37,2018-08-10,49.529998779296875,49.529998779296875,49.150001525878906,49.27000045776367,47.20859146118164,177600,-0.008452368294483259,,,-0.013811021604349993,51.810001373291016,4.902530106545722
38,2018-08-13,49.33000183105469,49.61000061035156,49.16999816894531,49.20000076293945,47.141517639160156,261000,-0.0014207366383977016,,,-0.015212136418340738,51.810001373291016,5.037638566242278
39,2018-08-14,49.439998626708984,49.630001068115234,49.11000061035156,49.54999923706055,47.47687911987305,189800,0.007113790014099619,,,-0.008206562348387014,51.810001373291016,4.362096267759492
40,2018-08-15,49.2400016784668,49.29999923706055,48.4900016784668,48.86000061035156,46.81575393676758,555100,-0.01392530045071938,,,-0.022017583952737563,51.810001373291016,5.693882811707917
41,2018-08-16,49.189998626708984,49.23500061035156,48.7599983215332,48.84000015258789,46.796573638916016,177600,-0.00040934215132681917,,,-0.022417913378882104,51.810001373291016,5.732486280601054
42,2018-08-17,48.65999984741211,48.810001373291016,48.400001525878906,48.61000061035156,46.576210021972656,226900,-0.004709245321821376,,,-0.02702158724699899,51.810001373291016,6.176415128583862
43,2018-08-20,48.849998474121094,48.849998474121094,48.37099838256836,48.689998626708984,46.65285873413086,145800,0.0016457110749426018,,,-0.025420345897451346,51.810001373291016,6.022008615870156
44,2018-08-21,48.95000076293945,49.22999954223633,48.810001373291016,48.9900016784668,46.940303802490234,384900,0.006161492302718008,,,-0.01941548086031286,51.810001373291016,5.442963945331951
45,2018-08-22,48.849998474121094,49.029998779296875,48.75,48.93000030517578,46.88282012939453,501900,-0.00122476773291047,,,-0.020616469138746707,51.810001373291016,5.55877435201136
46,2018-08-23,48.880001068115234,49.16999816894531,48.720001220703125,48.72999954223633,46.69117736816406,283700,-0.004087487465604944,,,-0.024619687045162042,51.810001373291016,5.944801678083884
47,2018-08-24,48.959999084472656,49.439998626708984,48.880001068115234,49.439998626708984,47.37147903442383,330900,0.014570061381947497,,,-0.010408336014666841,51.810001373291016,4.574411665242321
48,2018-08-27,49.75,50.01900100708008,49.6609992980957,49.91999816894531,47.831390380859375,299200,0.009708728874782357,,,-0.0008006588522885272,51.810001373291016,3.6479505003835686
49,2018-08-28,50.060001373291016,50.060001373291016,49.63100051879883,49.70000076293945,47.620601654052734,150200,-0.004406999480675355,,,-0.005204129829817661,51.810001373291016,4.072573932490389
50,2018-08-29,49.83000183105469,50.02000045776367,49.66999816894531,49.97999954223633,47.88888931274414,270900,0.005633778168986803,,,0.0004003294261454293,51.810001373291016,3.532140093704159
51,2018-08-30,49.810001373291016,50.03499984741211,49.47999954223633,49.66999816894531,47.59185028076172,344400,-0.006202508526016337,,,-0.005804662146549844,51.810001373291016,4.130482817259513
52,2018-08-31,49.619998931884766,49.619998931884766,49.04199981689453,49.18000030517578,47.12236404418945,235000,-0.00986506707938406,,,-0.015612465844485057,51.810001373291016,5.076242035135415
53,2018-09-04,49.04999923706055,49.04999923706055,48.400001525878906,48.56999969482422,46.53787612915039,343700,-0.012403428356371204,,,-0.02782224609928785,51.810001373291016,6.253622066370134
